Ticker,GDXU,GDXU,GDXU,GDXU,GDXU,GDXU,FUTU,FUTU,FUTU,FUTU,FUTU,FUTU,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,LABU,LABU,LABU,LABU,LABU,LABU,ASTS,ASTS,ASTS,ASTS,ASTS,ASTS,TMF,TMF,TMF,TMF,TMF,TMF,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-12 00:00:00+00:00,28.989999771118164,30.41900062561035,28.639999389648438,29.010000228881836,29.010000228881836,1639500,48.220001220703125,49.31999969482422,47.65999984741211,47.790000915527344,47.790000915527344,1096900,220.0800018310547,225.33999633789062,217.14999389648438,218.88999938964844,218.88999938964844,122889000,128.2899932861328,134.10000610351562,124.01000213623047,124.73999786376953,124.4214859008789,3100000,4.340000152587891,4.519999980926514,4.130000114440918,4.164999961853027,4.164999961853027,2337700,59.97999954223633,60.880001068115234,59.040000915527344,59.52000045776367,56.78419876098633,11246200,54.619998931884766,54.970001220703125,54.33000183105469,54.709999084472656,54.694488525390625,352994000
2024-01-16 00:00:00+00:00,27.510000228881836,27.510000228881836,24.899999618530273,25.100000381469727,25.100000381469727,1438200,46.81999969482422,46.900001525878906,45.0,46.400001525878906,46.400001525878906,2621300,215.10000610351562,223.49000549316406,212.17999267578125,219.91000366210938,219.91000366210938,115355000,120.5,121.06999969482422,115.7699966430664,119.16000366210938,118.85574340820312,4018600,4.170000076293945,4.195000171661377,4.019999980926514,4.130000114440918,4.130000114440918,1607800,57.81999969482422,58.11000061035156,55.77000045776367,56.33000183105469,53.74082565307617,14735400,55.018001556396484,56.834999084472656,54.900001525878906,56.38199996948242,56.36602020263672,449580000
2024-01-17 00:00:00+00:00,23.93000030517578,23.93000030517578,22.459999084472656,22.760000228881836,22.760000228881836,1500600,44.88999938964844,46.68000030517578,44.7400016784668,46.5,46.5,1671000,214.86000061035156,215.6699981689453,212.00999450683594,215.5500030517578,215.5500030517578,103164400,114.87000274658203,116.7699966430664,111.44999694824219,116.20999908447266,115.91326904296875,2910600,4.059999942779541,4.409999847412109,4.019999980926514,4.28000020980835,4.28000020980835,2673400,55.90999984741211,56.65999984741211,55.13999938964844,56.119998931884766,53.54047775268555,14538300,56.34700012207031,56.47100067138672,54.7400016784668,56.053001403808594,56.037113189697266,474394000
2024-01-18 00:00:00+00:00,23.389999389648438,23.389999389648438,22.43000030517578,22.940000534057617,22.940000534057617,1044800,47.20000076293945,47.54999923706055,45.84000015258789,46.11000061035156,46.11000061035156,3608500,216.8800048828125,217.4499969482422,208.74000549316406,211.8800048828125,211.8800048828125,108595400,117.88999938964844,118.37000274658203,107.41000366210938,111.16999816894531,110.88613891601562,3455900,4.349999904632568,4.460000038146973,3.940000057220459,4.159999847412109,4.159999847412109,10205200,55.619998931884766,55.84000015258789,53.900001525878906,54.45000076293945,51.94723892211914,10550100,57.2599983215332,57.599998474121094,56.106998443603516,57.106998443603516,57.09081268310547,491650000
2024-01-19 00:00:00+00:00,23.540000915527344,23.540000915527344,22.15999984741211,23.209999084472656,23.209999084472656,1107200,45.9900016784668,47.380001068115234,45.2599983215332,46.86000061035156,46.86000061035156,1182000,209.99000549316406,213.19000244140625,207.55999755859375,212.19000244140625,212.19000244140625,102095800,112.0199966430664,112.80000305175781,106.87999725341797,110.88999938964844,110.60685729980469,3189800,3.369999885559082,3.4700000286102295,3.049999952316284,3.0899999141693115,3.0899999141693115,44477300,54.2400016784668,55.040000915527344,53.470001220703125,54.88999938964844,52.36701202392578,8677200,57.98899841308594,59.5,57.224998474121094,59.49100112915039,59.47413635253906,543501000
2024-01-22 00:00:00+00:00,22.299999237060547,23.229999542236328,21.969999313354492,22.84000015258789,22.84000015258789,857200,45.459999084472656,45.459999084472656,43.61000061035156,45.060001373291016,45.060001373291016,3061300,212.25999450683594,217.8000030517578,206.27000427246094,208.8000030517578,208.8000030517578,117952500,113.12000274658203,119.01000213623047,112.0,118.27999877929688,117.97798156738281,4086200,3.2799999713897705,3.3499999046325684,3.059999942779541,3.0999999046325684,3.0999999046325684,10325800,56.150001525878906,56.63999938964844,55.40999984741211,55.86000061035156,53.29243087768555,9383900,60.04899978637695,60.33100128173828,59.06999969482422,59.65399932861328,59.63709259033203,452955000
2024-01-23 00:00:00+00:00,23.290000915527344,24.388999938964844,23.030000686645508,24.309999465942383,24.309999465942383,1147000,47.27000045776367,48.97999954223633,47.0,47.38999938964844,47.38999938964844,3450900,211.3000030517578,215.64999389648438,207.75,209.13999938964844,209.13999938964844,106605900,122.05000305175781,123.55999755859375,113.23999786376953,119.02999877929688,118.72606658935547,4359200,3.130000114440918,3.2100000381469727,2.9700000286102295,3.119999885559082,3.119999885559082,13234800,54.54999923706055,54.66999816894531,53.70000076293945,54.540000915527344,52.033103942871094,8432000,59.56999969482422,59.90999984741211,58.584999084472656,59.87300109863281,59.85603332519531,294654000
2024-01-24 00:00:00+00:00,25.530000686645508,26.299999237060547,22.8700008392334,22.90999984741211,22.90999984741211,1506200,50.0,50.869998931884766,48.61000061035156,49.11000061035156,49.11000061035156,2470300,211.8800048828125,212.72999572753906,206.77000427246094,207.8300018310547,207.8300018310547,123369900,123.0,123.5,112.81999969482422,113.12000274658203,112.83116149902344,3496100,3.2100000381469727,3.2709999084472656,3.049999952316284,3.0799999237060547,3.0799999237060547,5925600,55.560001373291016,55.619998931884766,53.11000061035156,53.599998474121094,51.13630676269531,14279800,60.30400085449219,62.8489990234375,59.9379997253418,61.36199951171875,61.3446044921875,560271000
2024-01-25 00:00:00+00:00,24.049999237060547,24.5,23.610000610351562,24.280000686645508,24.280000686645508,704800,50.0,50.290000915527344,48.22999954223633,49.02000045776367,49.02000045776367,1485600,189.6999969482422,193.0,180.05999755859375,182.6300048828125,182.6300048828125,198076800,116.68000030517578,119.93000030517578,114.2300033569336,115.94000244140625,115.64395904541016,3255900,3.0799999237060547,3.0999999046325684,2.934999942779541,2.950000047683716,2.950000047683716,4302000,54.61000061035156,54.9900016784668,53.86000061035156,54.52000045776367,52.01402282714844,8687600,62.349998474121094,62.71900177001953,60.849998474121094,61.617000579833984,61.59953308105469,482777000
2024-01-26 00:00:00+00:00,24.149999618530273,24.79800033569336,23.631000518798828,23.8799991607666,23.8799991607666,920000,48.349998474121094,49.540000915527344,48.119998931884766,48.97999954223633,48.97999954223633,1041200,185.5,186.77999877929688,182.10000610351562,183.25,183.25,107343200,118.0,120.66000366210938,113.70999908447266,114.52999877929688,114.23755645751953,2697000,2.990000009536743,3.0399999618530273,2.7699999809265137,2.7899999618530273,2.7899999618530273,6339000,54.5,54.70000076293945,53.68000030517578,54.20000076293945,51.7087287902832,5015900,60.959999084472656,61.78300094604492,60.573001861572266,61.03099822998047,61.013702392578125,390309000
2024-01-29 00:00:00+00:00,24.59000015258789,24.59000015258789,23.229999542236328,24.559999465942383,24.559999465942383,1020300,48.83000183105469,48.83000183105469,46.75,47.77000045776367,47.77000045776367,1218600,185.6300048828125,191.47999572753906,183.6699981689453,190.92999267578125,190.92999267578125,125013100,114.7300033569336,125.2300033569336,111.0,124.80999755859375,124.4913101196289,3115400,2.8499999046325684,3.0799999237060547,2.759999990463257,3.069999933242798,3.069999933242798,5425800,55.099998474121094,56.58000183105469,54.77000045776367,56.099998474121094,53.521392822265625,6722500,61.231998443603516,62.48899841308594,60.90700149536133,62.46500015258789,62.447296142578125,348733000
2024-01-30 00:00:00+00:00,24.959999084472656,25.149999618530273,23.399999618530273,23.950000762939453,23.950000762939453,819500,46.70000076293945,47.2599983215332,46.459999084472656,46.880001068115234,46.880001068115234,778900,195.3300018310547,196.36000061035156,190.61000061035156,191.58999633789062,191.58999633789062,109982300,123.0,123.0,113.98999786376953,116.3499984741211,116.05290985107422,3410600,3.0899999141693115,3.1700000762939453,2.9000000953674316,2.9200000762939453,2.9200000762939453,3772600,57.150001525878906,57.58000183105469,55.81999969482422,57.54999923706055,54.904747009277344,10541600,62.900001525878906,63.49300003051758,62.2599983215332,62.77399826049805,62.756202697753906,410735000
2024-01-31 00:00:00+00:00,24.219999313354492,25.5,23.100000381469727,23.25,23.25,1374500,46.58000183105469,47.869998931884766,46.43000030517578,46.720001220703125,46.720001220703125,747300,187.0,193.97000122070312,185.85000610351562,187.2899932861328,187.2899932861328,103221400,115.7300033569336,121.80000305175781,111.18000030517578,111.58000183105469,111.29509735107422,3308800,2.950000047683716,3.0799999237060547,2.865000009536743,2.869999885559082,2.869999885559082,3446200,58.47999954223633,59.689998626708984,58.08000183105469,59.2599983215332,56.53614807128906,20476100,61.439998626708984,62.26900100708008,60.70000076293945,61.527000427246094,61.509559631347656,453795000
2024-02-01 00:00:00+00:00,24.190000534057617,26.235000610351562,24.100000381469727,26.020000457763672,26.020000457763672,1245700,47.040000915527344,47.41999816894531,46.36000061035156,46.900001525878906,46.900001525878906,669900,188.5,189.8800048828125,184.27999877929688,188.86000061035156,188.86000061035156,91843300,113.55000305175781,119.38999938964844,110.18000030517578,116.6500015258789,116.3521499633789,3026200,2.940000057220459,2.950000047683716,2.7799999713897705,2.9000000953674316,2.9000000953674316,3137800,61.15999984741211,63.439998626708984,60.75,62.5099983215332,59.63676452636719,14014000,62.099998474121094,63.191001892089844,61.650001525878906,63.027000427246094,63.00913619995117,369146000
2024-02-02 00:00:00+00:00,23.940000534057617,23.940000534057617,22.510000228881836,23.329999923706055,23.329999923706055,1520400,46.2599983215332,46.720001220703125,45.810001373291016,46.20000076293945,46.20000076293945,918500,185.0399932861328,188.69000244140625,182.0,187.91000366210938,187.91000366210938,110505100,113.0,114.41000366210938,107.95999908447266,112.79000091552734,112.50199890136719,4052000,2.890000104904175,2.890000104904175,2.7850000858306885,2.8399999141693115,2.8399999141693115,2575600,58.88999938964844,59.5099983215332,57.7400016784668,58.47999954223633,55.79199981689453,14342600,63.9739990234375,66.5999984741211,63.689998626708984,66.16000366210938,66.14125061035156,476578000
2024-02-05 00:00:00+00:00,22.09000015258789,22.3700008392334,21.290000915527344,21.649999618530273,21.649999618530273,1072200,46.0,46.029998779296875,45.152000427246094,45.95000076293945,45.95000076293945,863400,184.25999450683594,184.67999267578125,175.00999450683594,181.05999755859375,181.05999755859375,134294400,109.76000213623047,115.7699966430664,106.66999816894531,114.16000366210938,113.8685073852539,3427100,2.9000000953674316,2.9000000953674316,2.7200000286102295,2.7699999809265137,2.7699999809265137,2450800,55.81999969482422,56.209999084472656,54.709999084472656,54.93000030517578,52.40517807006836,11102100,68.2249984741211,69.49700164794922,67.20500183105469,69.33200073242188,69.3123550415039,680078000
2024-02-06 00:00:00+00:00,21.940000534057617,22.6200008392334,21.610000610351562,22.510000228881836,22.510000228881836,746100,48.689998626708984,49.11000061035156,47.599998474121094,49.099998474121094,49.099998474121094,2481600,177.2100067138672,186.49000549316406,177.11000061035156,185.10000610351562,185.10000610351562,122676000,112.94999694824219,119.76000213623047,110.06999969482422,119.5999984741211,119.29460906982422,2645800,2.7799999713897705,2.9159998893737793,2.740000009536743,2.880000114440918,2.880000114440918,1865200,55.06999969482422,56.66999816894531,55.029998779296875,56.380001068115234,53.78852462768555,7459900,69.62999725341797,69.75399780273438,66.30000305175781,68.2229995727539,68.20366668701172,683111000
2024-02-07 00:00:00+00:00,22.399999618530273,22.600000381469727,21.649999618530273,21.950000762939453,21.950000762939453,681500,48.0,48.84000015258789,47.43000030517578,48.5099983215332,48.5099983215332,923200,188.17999267578125,189.7899932861328,182.67999267578125,187.5800018310547,187.5800018310547,111535200,119.19000244140625,119.19000244140625,112.80999755859375,112.87999725341797,112.59176635742188,3058900,2.859999895095825,2.859999895095825,2.5899999141693115,2.6050000190734863,2.6050000190734863,4429300,55.61000061035156,56.810001373291016,55.529998779296875,55.709999084472656,53.149322509765625,8863800,68.31900024414062,70.22000122070312,67.5999984741211,70.0989990234375,70.0791244506836,495575000
2024-02-08 00:00:00+00:00,21.450000762939453,21.799999237060547,21.18000030517578,21.450000762939453,21.450000762939453,551000,48.130001068115234,48.380001068115234,47.18000030517578,48.16999816894531,48.16999816894531,840000,189.0,191.6199951171875,185.5800018310547,189.55999755859375,189.55999755859375,83034000,113.8499984741211,119.19000244140625,112.63999938964844,117.1500015258789,116.85087585449219,2847700,2.8299999237060547,3.180000066757202,2.7699999809265137,3.180000066757202,3.180000066757202,8298600,54.630001068115234,55.08000183105469,53.959999084472656,54.630001068115234,52.11896514892578,7732300,70.0739974975586,70.79399871826172,69.45500183105469,69.64099884033203,69.62125396728516,414422000
2024-02-09 00:00:00+00:00,21.190000534057617,21.200000762939453,20.190000534057617,20.610000610351562,20.610000610351562,997900,47.91999816894531,48.59000015258789,47.779998779296875,48.529998779296875,48.529998779296875,653300,190.17999267578125,194.1199951171875,189.47999572753906,193.57000732421875,193.57000732421875,84476300,118.94000244140625,125.4000015258789,117.80000305175781,124.16999816894531,123.85294342041016,2925200,3.25,3.4600000381469727,3.180000066757202,3.430000066757202,3.430000066757202,5507000,54.09000015258789,54.540000915527344,53.95000076293945,54.279998779296875,51.78504943847656,5893400,70.53299713134766,72.18499755859375,70.21199798583984,72.13300323486328,72.112548828125,436637000
2024-02-12 00:00:00+00:00,20.520000457763672,21.68000030517578,20.329999923706055,21.469999313354492,21.469999313354492,883100,48.7400016784668,49.959999084472656,48.650001525878906,48.72999954223633,48.72999954223633,800000,192.11000061035156,194.72999572753906,187.27999877929688,188.1300048828125,188.1300048828125,95498600,124.7699966430664,133.17999267578125,123.0,132.72999572753906,132.39108276367188,2932800,3.569999933242798,3.700000047683716,3.4600000381469727,3.5199999809265137,3.5199999809265137,5042100,54.380001068115234,54.75,53.650001525878906,54.43000030517578,51.928157806396484,5864700,72.5999984741211,74.61100006103516,71.25,72.24800109863281,72.22752380371094,613710000
2024-02-13 00:00:00+00:00,19.81999969482422,19.81999969482422,17.450000762939453,17.920000076293945,17.920000076293945,2711000,48.099998474121094,49.25,47.68000030517578,47.97999954223633,47.97999954223633,838400,183.99000549316406,187.25999450683594,182.11000061035156,184.02000427246094,184.02000427246094,86759500,120.02999877929688,121.12000274658203,110.43000030517578,113.7699966430664,113.47949981689453,4126800,3.359999895095825,3.4200000762939453,3.1600000858306885,3.1700000762939453,3.1700000762939453,3088000,52.5099983215332,52.83000183105469,51.61000061035156,51.650001525878906,49.27593994140625,10256100,70.4000015258789,73.44999694824219,69.62000274658203,72.12799835205078,72.10755920410156,602580000
2024-02-14 00:00:00+00:00,18.1299991607666,18.40999984741211,17.559999465942383,18.299999237060547,18.299999237060547,1570500,49.0,50.040000915527344,48.904998779296875,49.970001220703125,49.970001220703125,1075500,185.3000030517578,188.88999938964844,183.35000610351562,188.7100067138672,188.7100067138672,81203000,118.80999755859375,124.25,116.44000244140625,123.30999755859375,122.9951400756836,2616600,3.2699999809265137,3.359999895095825,3.1600000858306885,3.319999933242798,3.319999933242798,2132600,51.529998779296875,52.7599983215332,51.41999816894531,52.41999816894531,50.01054763793945,10087100,73.2020034790039,74.23600006103516,71.93800354003906,73.9000015258789,73.87905883789062,504917000
2024-02-15 00:00:00+00:00,18.899999618530273,20.39900016784668,18.833999633789062,19.799999237060547,19.799999237060547,2308800,49.7599983215332,50.689998626708984,49.358001708984375,50.689998626708984,50.689998626708984,836100,189.16000366210938,200.8800048828125,188.86000061035156,200.4499969482422,200.4499969482422,120831800,126.58000183105469,133.27000427246094,125.13999938964844,131.35000610351562,131.01461791992188,2522400,3.3499999046325684,3.490000009536743,3.2699999809265137,3.4100000858306885,3.4100000858306885,2860300,53.599998474121094,53.86000061035156,52.630001068115234,53.130001068115234,50.68791198730469,7997000,73.86900329589844,73.9749984741211,72.4000015258789,72.65799713134766,72.63740539550781,420122000
2024-02-16 00:00:00+00:00,19.280000686645508,20.554000854492188,19.190000534057617,19.989999771118164,19.989999771118164,1174000,51.79999923706055,52.90999984741211,51.709999084472656,52.28499984741211,52.28499984741211,1988700,202.05999755859375,203.1699981689453,197.39999389648438,199.9499969482422,199.9499969482422,111173600,128.4600067138672,135.3000030517578,126.61499786376953,131.07000732421875,130.73533630371094,2183900,3.5,3.5199999809265137,3.4010000228881836,3.430000066757202,3.430000066757202,2999700,51.66999816894531,52.310001373291016,51.5099983215332,52.189998626708984,49.79111862182617,6279400,74.0999984741211,74.4020004272461,72.5009994506836,72.61299896240234,72.59241485595703,495327000
2024-02-20 00:00:00+00:00,20.520000457763672,20.649999618530273,19.770000457763672,20.3700008392334,20.3700008392334,937200,51.849998474121094,51.849998474121094,49.16999816894531,49.7599983215332,49.7599983215332,1824900,196.1300048828125,198.60000610351562,189.1300048828125,193.75999450683594,193.75999450683594,104545800,128.6199951171875,133.8800048828125,124.58999633789062,127.56999969482422,127.24427032470703,1866500,3.450000047683716,3.509999990463257,3.2899999618530273,3.319999933242798,3.319999933242798,3121000,52.25,52.88999938964844,52.09000015258789,52.2599983215332,49.8578987121582,4109600,71.9469985961914,71.95600128173828,67.73400115966797,69.4520034790039,69.43231201171875,704833000
2024-02-21 00:00:00+00:00,20.09000015258789,20.09000015258789,18.889999389648438,19.75,19.75,1159100,50.880001068115234,51.279998779296875,49.880001068115234,49.93000030517578,49.93000030517578,998000,193.36000061035156,199.44000244140625,191.9499969482422,194.77000427246094,194.77000427246094,103844000,126.0199966430664,129.6790008544922,123.20999908447266,128.14999389648438,127.8227767944336,2012000,3.299999952316284,3.299999952316284,3.119999885559082,3.1600000858306885,3.1600000858306885,2739300,52.290000915527344,52.369998931884766,50.880001068115234,51.220001220703125,48.86570358276367,8308600,68.00599670410156,68.88800048828125,66.24800109863281,67.47200012207031,67.452880859375,690298000
2024-02-22 00:00:00+00:00,19.450000762939453,19.450000762939453,18.219999313354492,18.43000030517578,18.43000030517578,1451600,50.47999954223633,51.22999954223633,50.380001068115234,50.47999954223633,50.47999954223633,981600,194.0,198.32000732421875,191.36000061035156,197.41000366210938,197.41000366210938,92739500,129.0,138.3000030517578,127.01000213623047,134.8300018310547,134.48573303222656,2485500,3.25,3.2699999809265137,3.065000057220459,3.0899999141693115,3.0899999141693115,3233500,51.40999984741211,52.08000183105469,51.25,51.81999969482422,49.43812561035156,6404900,75.0250015258789,78.57499694824219,74.22000122070312,78.53800201416016,78.5157470703125,865100000
2024-02-23 00:00:00+00:00,18.6299991607666,19.59000015258789,18.010000228881836,19.469999313354492,19.469999313354492,1809200,50.75,51.09000015258789,49.630001068115234,50.54999923706055,50.54999923706055,826600,195.30999755859375,197.57000732421875,191.5,191.97000122070312,191.97000122070312,78841900,135.74000549316406,140.60000610351562,134.27000427246094,137.25,136.89955139160156,2644600,3.119999885559082,3.130000114440918,2.940000057220459,2.950000047683716,2.950000047683716,3847600,52.04999923706055,54.11000061035156,52.029998779296875,53.93000030517578,51.451141357421875,7347800,80.79000091552734,82.39399719238281,77.56999969482422,78.81700134277344,78.79466247558594,829388000
2024-02-26 00:00:00+00:00,18.770000457763672,18.899999618530273,18.049999237060547,18.520000457763672,18.520000457763672,1313300,50.2599983215332,51.4900016784668,50.06999969482422,51.34000015258789,51.34000015258789,764500,192.2899932861328,201.77999877929688,192.0,199.39999389648438,199.39999389648438,111747100,136.75999450683594,149.25,136.11000061035156,148.44000244140625,148.06097412109375,2631900,3.009999990463257,3.2200000286102295,2.934999942779541,3.200000047683716,3.200000047683716,2563600,54.119998931884766,54.15999984741211,52.720001220703125,53.38999938964844,50.93595886230469,5759400,79.69999694824219,80.64600372314453,78.50499725341797,79.09200286865234,79.06958770751953,503973000
2024-02-27 00:00:00+00:00,18.510000228881836,18.700000762939453,18.049999237060547,18.06999969482422,18.06999969482422,952400,52.2599983215332,54.45000076293945,51.88999938964844,52.959999084472656,52.959999084472656,1893200,204.0399932861328,205.60000610351562,198.25999450683594,199.72999572753906,199.72999572753906,108645400,159.6999969482422,175.39999389648438,155.4499969482422,174.1199951171875,173.67539978027344,5314900,3.240000009536743,3.4000000953674316,3.240000009536743,3.380000114440918,3.380000114440918,2854500,52.79999923706055,53.18000030517578,52.11000061035156,52.279998779296875,49.87697982788086,4813700,79.38099670410156,79.4800033569336,77.16200256347656,78.70099639892578,78.6786880493164,391705000
2024-02-28 00:00:00+00:00,17.850000381469727,17.850000381469727,17.209999084472656,17.489999771118164,17.489999771118164,1520900,52.400001525878906,52.83000183105469,52.0,52.220001220703125,52.220001220703125,667600,200.4199981689453,205.3000030517578,198.44000244140625,202.0399932861328,202.0399932861328,99806200,170.42999267578125,176.99000549316406,164.8300018310547,166.47999572753906,166.05491638183594,3231300,3.299999952316284,3.309999942779541,3.1500000953674316,3.190000057220459,3.190000057220459,2917500,52.5,53.369998931884766,52.209999084472656,53.25,50.80239486694336,6934000,77.62000274658203,78.93299865722656,77.125,77.66300201416016,77.64098358154297,393110000
2024-02-29 00:00:00+00:00,18.579999923706055,19.25,18.459999084472656,18.690000534057617,18.690000534057617,2059200,52.97999954223633,54.900001525878906,52.92499923706055,53.52000045776367,53.52000045776367,1534800,204.17999267578125,205.27999877929688,198.4499969482422,201.8800048828125,201.8800048828125,85907000,173.5,174.85000610351562,151.27999877929688,151.5399932861328,151.15304565429688,4227800,3.240000009536743,3.2980000972747803,3.1700000762939453,3.1700000762939453,3.1700000762939453,1887000,53.720001220703125,54.529998779296875,53.689998626708984,54.290000915527344,51.794593811035156,8451900,79.09400177001953,79.98999786376953,78.3499984741211,79.11199951171875,79.0895767211914,507289000
